"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2002","2002",9.63646,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2004","2004",10.39372,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2005","2005",11.25672,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2006","2006",12.42273,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2007","2007",13.21855,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2008","2008",14.08221,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2009","2009",14.72402,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2010","2010",14.55991,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2011","2011",15.26927,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BRA","Brazil","2012","2012",15.56961,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2000","2000",13.5132,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2001","2001",15.31058,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2002","2002",14.12908,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2003","2003",16.68253,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2004","2004",19.21395,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2005","2005",18.79039,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2006","2006",19.70961,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2007","2007",14.94869,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2008","2008",19.08858,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2009","2009",18.17562,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2010","2010",26.14396,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BEN","Benin","2012","2012",25.02131,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2000","2000",14.15517,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2001","2001",18.10959,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2002","2002",17.6956,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2003","2003",22.67977,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2004","2004",26.36067,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2005","2005",23.8523,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2006","2006",23.10702,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2007","2007",22.50065,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2008","2008",22.8247,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2009","2009",17.52529,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2010","2010",16.55659,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2011","2011",20.61663,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SGP","Singapore","2012","2012",20.94088,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DOM","Dominican Republic","2000","2000",12.98848,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DOM","Dominican Republic","2001","2001",12.50729,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DOM","Dominican Republic","2002","2002",12.07972,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DOM","Dominican Republic","2003","2003",9.70181,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DOM","Dominican Republic","2007","2007",12.57788,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AGO","Angola","2000","2000",5.25508,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AGO","Angola","2005","2005",7.99235,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AGO","Angola","2006","2006",7.45481,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AGO","Angola","2010","2010",8.68476,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2001","2001",7.42125,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2002","2002",7.0563,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2004","2004",7.93123,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2005","2005",8.42131,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2006","2006",7.69319,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2007","2007",7.34104,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2008","2008",5.86977,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2009","2009",5.503,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2010","2010",5.53429,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2011","2011",5.73381,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LBN","Lebanon","2012","2012",7.10915,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2006","2006",20.33845,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2007","2007",21.27816,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2008","2008",23.34816,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2010","2010",19.29692,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2011","2011",20.24641,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GTM","Guatemala","2012","2012",21.10514,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MKD","The former Yugoslav Republic of Macedonia","2002","2002",8.64088,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2000","2000",13.38861,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2001","2001",12.59213,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2002","2002",12.43247,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2003","2003",12.75296,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2004","2004",13.54971,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2005","2005",13.58013,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2006","2006",13.42976,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2007","2007",13.12946,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2008","2008",13.01657,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2009","2009",13.04314,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2010","2010",9.29551,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2011","2011",12.68265,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IRL","Ireland","2012","2012",13.83413,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2000","2000",12.84449,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2001","2001",13.78685,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2004","2004",11.0319,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2005","2005",14.67282,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2009","2009",9.54911,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2010","2010",8.11929,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TCD","Chad","2011","2011",10.08323,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2000","2000",12.17092,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2001","2001",12.63445,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2002","2002",12.68253,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2003","2003",12.77597,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2004","2004",12.77896,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2005","2005",12.2497,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2006","2006",12.28382,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2007","2007",12.15036,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2008","2008",12.11463,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2009","2009",11.83831,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2010","2010",11.94222,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2011","2011",11.92289,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","FIN","Finland","2012","2012",12.81075,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VNM","Viet Nam","2008","2008",18.05421,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VNM","Viet Nam","2010","2010",20.93943,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VNM","Viet Nam","2012","2012",21.43734,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2000","2000",15.25037,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2001","2001",14.79623,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2002","2002",14.57806,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2003","2003",14.65831,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2004","2004",15.27385,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2005","2005",14.27852,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2006","2006",14.0353,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2007","2007",14.14177,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2008","2008",14.53442,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2009","2009",14.59631,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2010","2010",13.55558,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2011","2011",13.55255,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","PER","Peru","2012","2012",14.37909,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2000","2000",8.98344,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2001","2001",10.58399,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2002","2002",11.06248,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2003","2003",10.03896,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2004","2004",10.31647,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2005","2005",10.05364,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2006","2006",11.22463,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","OMN","Oman","2009","2009",10.94918,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2000","2000",20.80695,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2001","2001",23.20203,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2002","2002",22.59234,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2003","2003",22.64824,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2004","2004",22.10709,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2005","2005",21.84566,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2006","2006",20.5064,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2007","2007",21.86688,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CIV","Côte d'Ivoire","2008","2008",21.94258,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2000","2000",30.7892,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2002","2002",28.70131,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2003","2003",31.47551,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2005","2005",22.59199,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2007","2007",20.03841,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2009","2009",17.3385,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","VCT","Saint Vincent and the Grenadines","2010","2010",15.48563,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","COG","Congo","2002","2002",11.59277,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","COG","Congo","2003","2003",9.51995,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","COG","Congo","2004","2004",8.56181,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","COG","Congo","2005","2005",7.59782,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","COG","Congo","2010","2010",29.01843,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2004","2004",12.84642,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2005","2005",12.91494,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2006","2006",12.69644,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2007","2007",10.74872,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2009","2009",9.78506,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2010","2010",12.86463,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2011","2011",14.03116,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BLR","Belarus","2012","2012",13.18072,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2001","2001",11.59399,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2002","2002",14.36723,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2003","2003",16.27864,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2004","2004",14.1703,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2005","2005",15.1488,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2007","2007",14.94431,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2008","2008",13.67475,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2009","2009",19.30844,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2010","2010",16.65418,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2011","2011",18.06186,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IDN","Indonesia","2012","2012",18.09042,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2000","2000",21.39068,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2001","2001",24.34852,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2002","2002",25.9036,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2003","2003",24.54244,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2004","2004",21.01292,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2006","2006",16.74557,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2007","2007",16.12466,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2008","2008",14.03864,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2009","2009",18.46463,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2010","2010",18.40623,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MYS","Malaysia","2011","2011",20.97702,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2000","2000",14.81044,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2001","2001",15.05838,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2002","2002",15.28683,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2003","2003",15.18783,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2004","2004",14.48866,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2005","2005",14.52335,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2007","2007",13.87777,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2008","2008",14.15127,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2009","2009",13.45903,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2010","2010",13.6818,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2011","2011",13.41265,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","EST","Estonia","2012","2012",12.05791,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHE","Switzerland","2009","2009",16.14197,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHE","Switzerland","2010","2010",15.949,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHE","Switzerland","2011","2011",15.89852,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHE","Switzerland","2012","2012",16.09951,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2000","2000",16.07477,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2002","2002",20.31151,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2004","2004",13.57351,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2007","2007",13.28645,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2009","2009",14.51142,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2010","2010",14.71111,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MNG","Mongolia","2011","2011",12.15085,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2000","2000",18.67085,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2001","2001",18.46146,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2002","2002",18.71381,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2003","2003",19.94096,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2006","2006",21.1625,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2008","2008",19.92381,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2009","2009",22.56084,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2010","2010",24.12779,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2011","2011",19.48311,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BOL","Bolivia (Plurinational State of)","2012","2012",17.82875,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2000","2000",15.19597,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2001","2001",10.31576,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2002","2002",13.06433,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2003","2003",11.62474,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2004","2004",12.3133,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2005","2005",10.94747,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2008","2008",15.67827,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2009","2009",13.5834,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2010","2010",12.43832,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2011","2011",14.25931,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GIN","Guinea","2012","2012",9.46061,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ECU","Ecuador","2000","2000",4.9643,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ECU","Ecuador","2010","2010",11.75183,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ECU","Ecuador","2011","2011",10.96467,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ECU","Ecuador","2012","2012",10.34829,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2000","2000",19.20038,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2001","2001",23.84892,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2002","2002",24.36376,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2003","2003",32.10573,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2004","2004",27.6499,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2005","2005",32.40492,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2006","2006",28.23381,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","LSO","Lesotho","2008","2008",24.69755,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2000","2000",11.079,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2001","2001",11.38079,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2002","2002",10.13756,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2004","2004",12.40428,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2007","2007",11.20705,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KHM","Cambodia","2010","2010",13.08358,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2000","2000",16.22696,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2001","2001",16.35761,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2002","2002",16.44329,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2003","2003",14.36279,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2004","2004",15.1602,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2005","2005",15.80628,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2006","2006",16.35148,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2007","2007",15.82749,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2008","2008",16.62552,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2009","2009",16.6149,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2010","2010",15.57046,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2011","2011",15.72955,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ARG","Argentina","2012","2012",15.06353,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","HKG","China, Hong Kong Special Administrative Region","2001","2001",22.41878,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","HKG","China, Hong Kong Special Administrative Region","2002","2002",22.20729,,
